correctTag,targetWord,orderingId,sessionId,draggedTag,serie
Substantivo,professora,1,NFPAgQpl98,Substantivo,5-ensino-fundamental
Substantivo,prova,5,5w7iKVoO04,Preposição,5-ensino-fundamental
Verbo,começar,9,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Preposição,De,51,yE6ektvIKk,Preposição,5-ensino-fundamental
Verbo,aparecer,20,FG-qd8NOfI,Verbo,5-ensino-fundamental
Artigo,o,3,3-iniSNq0X,Artigo,5-ensino-fundamental
Advérbio,não,23,k2NbLt-KpJ,Advérbio,3-ensino-medio
Advérbio,não,28,Yl9bqDbqqJ,Advérbio,5-ensino-fundamental
Advérbio,como,7,Xpp8lpUelq,Verbo Auxiliar,1-ensino-medio
Pontuação,?,21,FG-qd8NOfI,Pontuação,5-ensino-fundamental
Advérbio,aqui,21,ncabM2YsuT,Advérbio,5-ensino-fundamental
Verbo,começar,10,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Substantivo,prova,6,5w7iKVoO04,Preposição,5-ensino-fundamental
Substantivo,plano,4,3-iniSNq0X,Preposição,5-ensino-fundamental
Verbo Auxiliar,tenham,24,k2NbLt-KpJ,Verbo Auxiliar,3-ensino-medio
Verbo,pode,29,Yl9bqDbqqJ,Pronome,5-ensino-fundamental
Advérbio,como,8,Xpp8lpUelq,Advérbio,1-ensino-medio
Substantivo,prova,7,5w7iKVoO04,Verbo Auxiliar,5-ensino-fundamental
Substantivo,plano,5,3-iniSNq0X,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,até,22,ncabM2YsuT,Substantivo,5-ensino-fundamental
Verbo,começar,11,_NeEIJO9i7,Verbo,5-ensino-fundamental
Verbo,pode,30,Yl9bqDbqqJ,Verbo de Ligação,5-ensino-fundamental
Substantivo,prova,8,5w7iKVoO04,Nome Próprio,5-ensino-fundamental
Verbo,entendido,25,k2NbLt-KpJ,Verbo,3-ensino-medio
Verbo,for,9,Xpp8lpUelq,Verbo,1-ensino-medio
Preposição,com,6,3-iniSNq0X,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,até,23,ncabM2YsuT,Conjunção Subordinativa,5-ensino-fundamental
Verbo,corrigiu,2,NFPAgQpl98,Substantivo,5-ensino-fundamental
Artigo,A,0,GZIi3iyiY6,Substantivo,5-ensino-fundamental
Artigo,A,12,_NeEIJO9i7,Pronome,5-ensino-fundamental
Preposição,com,7,3-iniSNq0X,Preposição,5-ensino-fundamental
Verbo,pode,31,Yl9bqDbqqJ,Verbo,5-ensino-fundamental
Conjunção Subordinativa,que,24,ncabM2YsuT,Preposição+Artigo,5-ensino-fundamental
Verbo,corrigiu,3,NFPAgQpl98,Advérbio,5-ensino-fundamental
Conjunção Coordenativa,nem,52,yE6ektvIKk,Conjunção Coordenativa,5-ensino-fundamental
Artigo,A,1,GZIi3iyiY6,Artigo,5-ensino-fundamental
Substantivo,calma,8,3-iniSNq0X,Substantivo,5-ensino-fundamental
Substantivo,prova,9,5w7iKVoO04,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,que,25,ncabM2YsuT,Substantivo,5-ensino-fundamental
Substantivo,apresentação,13,_NeEIJO9i7,Preposição,5-ensino-fundamental
Artigo,as,4,NFPAgQpl98,Verbo,5-ensino-fundamental
Pontuação,.,9,3-iniSNq0X,Pontuação,5-ensino-fundamental
Verbo de Ligação,ser,32,Yl9bqDbqqJ,Pontuação,5-ensino-fundamental
Pontuação,",",10,Xpp8lpUelq,Pontuação,1-ensino-medio
Artigo,as,5,NFPAgQpl98,Verbo,5-ensino-fundamental
Conjunção Subordinativa,que,26,ncabM2YsuT,Pronome,5-ensino-fundamental
Substantivo,provas,6,NFPAgQpl98,Artigo,5-ensino-fundamental
Conjunção Subordinativa,que,27,ncabM2YsuT,Verbo,5-ensino-fundamental
Verbo de Ligação,ser,33,Yl9bqDbqqJ,Verbo de Ligação,5-ensino-fundamental
Advérbio,não,11,Xpp8lpUelq,Verbo,1-ensino-medio
Preposição,para,10,5w7iKVoO04,Verbo Auxiliar,5-ensino-fundamental
Artigo,A,14,_NeEIJO9i7,Adjetivo,5-ensino-fundamental
Conjunção Subordinativa,que,28,ncabM2YsuT,Conjunção Subordinativa,5-ensino-fundamental
Substantivo,professora,2,GZIi3iyiY6,Substantivo,5-ensino-fundamental
Artigo,as,7,NFPAgQpl98,Artigo,5-ensino-fundamental
Advérbio,não,12,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Pronome,Você,0,ei1Gi9K4HY,Pontuação,5-ensino-fundamental
Pontuação,?,34,Yl9bqDbqqJ,Pontuação,5-ensino-fundamental
Preposição,para,11,5w7iKVoO04,Preposição,5-ensino-fundamental
Advérbio,não,13,Xpp8lpUelq,Verbo,1-ensino-medio
Pronome,você,29,ncabM2YsuT,Substantivo,5-ensino-fundamental
Artigo,A,15,_NeEIJO9i7,Verbo,5-ensino-fundamental
Pronome,Você,1,ei1Gi9K4HY,Preposição+Artigo,5-ensino-fundamental
Verbo,corrigiu,3,GZIi3iyiY6,Substantivo,5-ensino-fundamental
Advérbio,não,14,Xpp8lpUelq,Pronome,1-ensino-medio
Pronome,Você,2,ei1Gi9K4HY,Substantivo,5-ensino-fundamental
Substantivo,apresentação,16,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Verbo,estudando,12,5w7iKVoO04,Verbo,5-ensino-fundamental
Substantivo,provas,8,NFPAgQpl98,Substantivo,5-ensino-fundamental
Pronome,você,30,ncabM2YsuT,Preposição+Artigo,5-ensino-fundamental
Verbo,corrigiu,4,GZIi3iyiY6,Advérbio,5-ensino-fundamental
Substantivo,mãe,0,G-CGTlak9I,Substantivo,5-ensino-fundamental
Pronome,Você,3,ei1Gi9K4HY,Pronome,5-ensino-fundamental
Substantivo,apresentação,17,_NeEIJO9i7,Substantivo,5-ensino-fundamental
Advérbio,não,15,Xpp8lpUelq,Advérbio,1-ensino-medio
Verbo,corrigiu,5,GZIi3iyiY6,Pontuação,5-ensino-fundamental
Pronome,você,31,ncabM2YsuT,Pronome,5-ensino-fundamental
Verbo,corrigiu,9,NFPAgQpl98,Pontuação,5-ensino-fundamental
Verbo Auxiliar,está,13,5w7iKVoO04,Nome Próprio,5-ensino-fundamental
Advérbio,Não,0,5Gzej238PK,Advérbio,5-ensino-fundamental
Verbo,vai,4,ei1Gi9K4HY,Pontuação,5-ensino-fundamental
Verbo,corrigiu,6,GZIi3iyiY6,Artigo,5-ensino-fundamental
Verbo,corrigiu,10,NFPAgQpl98,Advérbio,5-ensino-fundamental
Substantivo,filho,1,G-CGTlak9I,Substantivo,5-ensino-fundamental
Artigo,A,18,_NeEIJO9i7,Verbo,5-ensino-fundamental
Verbo,vai,5,ei1Gi9K4HY,Preposição+Artigo,5-ensino-fundamental
Verbo,é,1,5Gzej238PK,Substantivo,5-ensino-fundamental
Verbo,volte,32,ncabM2YsuT,Verbo,5-ensino-fundamental
Verbo,corrigiu,7,GZIi3iyiY6,Verbo,5-ensino-fundamental
Advérbio,ontem,11,NFPAgQpl98,Advérbio,5-ensino-fundamental
Verbo,vai,6,ei1Gi9K4HY,Substantivo,5-ensino-fundamental
Artigo,A,19,_NeEIJO9i7,Preposição,5-ensino-fundamental
Preposição+Artigo,da,33,ncabM2YsuT,Substantivo,5-ensino-fundamental
Verbo,é,2,5Gzej238PK,Advérbio,5-ensino-fundamental
Verbo,vai,7,ei1Gi9K4HY,Verbo,5-ensino-fundamental
Substantivo,binóculo,2,G-CGTlak9I,Substantivo,5-ensino-fundamental
Preposição+Artigo,da,34,ncabM2YsuT,Preposição+Artigo,5-ensino-fundamental
Verbo,é,3,5Gzej238PK,Verbo,5-ensino-fundamental
Substantivo,escola,35,ncabM2YsuT,Substantivo,5-ensino-fundamental
Artigo,A,20,_NeEIJO9i7,Numeral,5-ensino-fundamental
Verbo,corrigiu,12,NFPAgQpl98,Verbo,5-ensino-fundamental
Pontuação,.,13,NFPAgQpl98,Pontuação,5-ensino-fundamental
Artigo,as,8,GZIi3iyiY6,Artigo,5-ensino-fundamental
Verbo Auxiliar,está,14,5w7iKVoO04,Verbo Auxiliar,5-ensino-fundamental
Preposição,com,3,G-CGTlak9I,Artigo,5-ensino-fundamental
Preposição+Artigo,à,8,ei1Gi9K4HY,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,que,4,5Gzej238PK,Substantivo,5-ensino-fundamental
Artigo,A,21,_NeEIJO9i7,Verbo,5-ensino-fundamental
Nome Próprio,Maria,15,5w7iKVoO04,Nome Próprio,5-ensino-fundamental
Preposição+Artigo,à,9,ei1Gi9K4HY,Substantivo,5-ensino-fundamental
Artigo,o,4,G-CGTlak9I,Artigo,5-ensino-fundamental
Substantivo,provas,9,GZIi3iyiY6,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,que,5,5Gzej238PK,Artigo,5-ensino-fundamental
Preposição+Artigo,à,10,ei1Gi9K4HY,Preposição+Artigo,5-ensino-fundamental
Verbo,ajudar,0,PwKRGNyGxk,Verbo,5-ensino-fundamental
Pronome,Você,0,OWReW64Bh4,Pronome,5-ensino-fundamental
Substantivo,provas,10,GZIi3iyiY6,Substantivo,5-ensino-fundamental
Verbo,devemos,16,Xpp8lpUelq,Verbo,1-ensino-medio
Conjunção Subordinativa,que,6,5Gzej238PK,Pontuação,5-ensino-fundamental
Pronome,que,22,_NeEIJO9i7,Preposição,5-ensino-fundamental
Advérbio,já,1,OWReW64Bh4,Advérbio,5-ensino-fundamental
Preposição,com,5,G-CGTlak9I,Verbo,5-ensino-fundamental
Substantivo,escola,11,ei1Gi9K4HY,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,que,7,5Gzej238PK,Conjunção Coordenativa,5-ensino-fundamental
Advérbio,ontem,11,GZIi3iyiY6,Advérbio,5-ensino-fundamental
Verbo,pensou,2,OWReW64Bh4,Verbo,5-ensino-fundamental
Preposição,com,6,G-CGTlak9I,Preposição,5-ensino-fundamental
Verbo,deveria,23,_NeEIJO9i7,Pronome,5-ensino-fundamental
Substantivo,escola,12,ei1Gi9K4HY,Substantivo,5-ensino-fundamental
Pontuação,.,12,GZIi3iyiY6,Pontuação,5-ensino-fundamental
Preposição+Pronome,no,3,OWReW64Bh4,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,que,8,5Gzej238PK,Verbo,5-ensino-fundamental
Pontuação,",",1,PwKRGNyGxk,Pontuação,5-ensino-fundamental
Advérbio,amanhã,13,ei1Gi9K4HY,Advérbio,5-ensino-fundamental
Verbo,deveria,24,_NeEIJO9i7,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,que,9,5Gzej238PK,Substantivo,5-ensino-fundamental
Preposição+Pronome,no,4,OWReW64Bh4,Verbo Auxiliar,5-ensino-fundamental
Artigo,o,7,G-CGTlak9I,Artigo,5-ensino-fundamental
Verbo,deveria,25,_NeEIJO9i7,Preposição,5-ensino-fundamental
Pontuação,?,14,ei1Gi9K4HY,Pontuação,5-ensino-fundamental
Advérbio,só,2,PwKRGNyGxk,Advérbio,5-ensino-fundamental
Preposição+Pronome,no,5,OWReW64Bh4,Pronome,5-ensino-fundamental
Verbo,deveria,26,_NeEIJO9i7,Adjetivo,5-ensino-fundamental
Verbo,viu,8,G-CGTlak9I,Artigo,5-ensino-fundamental
Conjunção Subordinativa,que,10,5Gzej238PK,Advérbio,5-ensino-fundamental
Verbo,deveria,27,_NeEIJO9i7,Verbo,5-ensino-fundamental
Verbo,viu,9,G-CGTlak9I,Verbo,5-ensino-fundamental
Conjunção Subordinativa,que,11,5Gzej238PK,Conjunção Subordinativa,5-ensino-fundamental
Preposição+Pronome,no,6,OWReW64Bh4,Preposição+Artigo,5-ensino-fundamental
Preposição+Pronome,no,7,OWReW64Bh4,Pontuação,5-ensino-fundamental
Pronome,Ela,3,PwKRGNyGxk,Pronome,5-ensino-fundamental
Pronome,que,28,_NeEIJO9i7,Verbo,5-ensino-fundamental
Pronome,eu,12,5Gzej238PK,Substantivo,5-ensino-fundamental
Preposição+Pronome,no,8,OWReW64Bh4,Verbo,5-ensino-fundamental
Artigo,O,0,RtZPvqhOe7,Artigo,5-ensino-fundamental
Preposição+Pronome,no,9,OWReW64Bh4,Preposição+Pronome,5-ensino-fundamental
Artigo,A,10,G-CGTlak9I,Artigo,5-ensino-fundamental
Pronome,eu,13,5Gzej238PK,Pronome,5-ensino-fundamental
Verbo,queria,4,PwKRGNyGxk,Pontuação,5-ensino-fundamental
Advérbio,não,14,5Gzej238PK,Artigo,5-ensino-fundamental
Pronome,que,10,OWReW64Bh4,Substantivo,5-ensino-fundamental
Pronome,que,11,OWReW64Bh4,Verbo Auxiliar,5-ensino-fundamental
Pontuação,.,11,G-CGTlak9I,Pontuação,5-ensino-fundamental
Pronome,que,29,_NeEIJO9i7,Artigo,5-ensino-fundamental
Substantivo,cachorro,1,RtZPvqhOe7,Verbo,5-ensino-fundamental
Pronome,Eu,0,3iZO9CPeEv,Substantivo,5-ensino-fundamental
Advérbio,não,15,5Gzej238PK,Conjunção Coordenativa,5-ensino-fundamental
Pronome,que,12,OWReW64Bh4,Pronome,5-ensino-fundamental
Verbo,queria,5,PwKRGNyGxk,Verbo,5-ensino-fundamental
Substantivo,cachorro,2,RtZPvqhOe7,Advérbio,5-ensino-fundamental
Pronome,que,30,_NeEIJO9i7,Adjetivo,5-ensino-fundamental
Advérbio,não,16,5Gzej238PK,Conjunção Subordinativa,5-ensino-fundamental
Verbo Auxiliar,vai,13,OWReW64Bh4,Substantivo,5-ensino-fundamental
Pronome,ninguém,6,PwKRGNyGxk,Conjunção Subordinativa,5-ensino-fundamental
Substantivo,cachorro,3,RtZPvqhOe7,Substantivo,5-ensino-fundamental
Advérbio,não,17,5Gzej238PK,Verbo,5-ensino-fundamental
Verbo Auxiliar,vai,14,OWReW64Bh4,Verbo Auxiliar,5-ensino-fundamental
Verbo,latiu,4,RtZPvqhOe7,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,embora,7,PwKRGNyGxk,Conjunção Subordinativa,5-ensino-fundamental
Pronome,que,31,_NeEIJO9i7,Pronome,5-ensino-fundamental
Advérbio,não,18,5Gzej238PK,Advérbio,5-ensino-fundamental
Verbo,latiu,5,RtZPvqhOe7,Verbo,5-ensino-fundamental
Verbo,fazer,15,OWReW64Bh4,Substantivo,5-ensino-fundamental
Pronome,ninguém,8,PwKRGNyGxk,Verbo,5-ensino-fundamental
Verbo,goste,19,5Gzej238PK,Verbo,5-ensino-fundamental
Preposição+Artigo,nas,16,OWReW64Bh4,Verbo,5-ensino-fundamental
Advérbio,muito,6,RtZPvqhOe7,Advérbio,5-ensino-fundamental
Pronome,ninguém,9,PwKRGNyGxk,Pontuação,5-ensino-fundamental
Preposição+Artigo,nas,17,OWReW64Bh4,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,de,20,5Gzej238PK,Verbo,5-ensino-fundamental
Verbo,ignorar,17,Xpp8lpUelq,Verbo,1-ensino-medio
Pronome,ninguém,10,PwKRGNyGxk,Substantivo,5-ensino-fundamental
Pontuação,.,7,RtZPvqhOe7,Pontuação,5-ensino-fundamental
Preposição+Artigo,nas,18,OWReW64Bh4,Preposição+Artigo,5-ensino-fundamental
Substantivo,explicações,32,_NeEIJO9i7,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,de,21,5Gzej238PK,Artigo,5-ensino-fundamental
Pronome,ninguém,11,PwKRGNyGxk,Verbo Auxiliar,5-ensino-fundamental
Pronome,o,18,Xpp8lpUelq,Verbo Auxiliar,1-ensino-medio
Pronome,Eu,1,3iZO9CPeEv,Verbo,5-ensino-fundamental
Substantivo,férias,19,OWReW64Bh4,Substantivo,5-ensino-fundamental
Pronome,ninguém,12,PwKRGNyGxk,Pronome,5-ensino-fundamental
Pronome,o,19,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Pontuação,?,20,OWReW64Bh4,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,de,22,5Gzej238PK,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,Se,0,ndA02F2Eft,Advérbio,5-ensino-fundamental
Pronome,o,20,Xpp8lpUelq,Verbo,1-ensino-medio
Pontuação,.,13,PwKRGNyGxk,Pontuação,5-ensino-fundamental
Pronome,Eu,2,3iZO9CPeEv,Pronome,5-ensino-fundamental
Verbo,fazer,21,OWReW64Bh4,Verbo,5-ensino-fundamental
Conjunção Subordinativa,Se,1,ndA02F2Eft,Pronome,5-ensino-fundamental
Substantivo,direito,14,PwKRGNyGxk,Substantivo,5-ensino-fundamental
Pronome,o,21,Xpp8lpUelq,Pronome,1-ensino-medio
Conjunção Subordinativa,Se,2,ndA02F2Eft,Pontuação,5-ensino-fundamental
Artigo,A,0,mOUdTh7uxx,Artigo,5-ensino-fundamental
Verbo,entendido,15,PwKRGNyGxk,Verbo,5-ensino-fundamental
Conjunção Subordinativa,de,23,5Gzej238PK,Verbo,5-ensino-fundamental
Pronome,que,22,Xpp8lpUelq,Pronome,1-ensino-medio
Conjunção Subordinativa,Se,3,ndA02F2Eft,Substantivo,5-ensino-fundamental
Verbo Auxiliar,tenha,16,PwKRGNyGxk,Verbo Auxiliar,5-ensino-fundamental
Substantivo,menina,1,mOUdTh7uxx,Artigo,5-ensino-fundamental
Conjunção Subordinativa,Se,4,ndA02F2Eft,Advérbio,5-ensino-fundamental
Verbo Auxiliar,foi,23,Xpp8lpUelq,Substantivo,1-ensino-medio
Verbo Auxiliar,foi,24,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Conjunção Subordinativa,Se,5,ndA02F2Eft,Verbo Auxiliar,5-ensino-fundamental
Substantivo,menina,2,mOUdTh7uxx,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,de,24,5Gzej238PK,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,Se,6,ndA02F2Eft,Verbo,5-ensino-fundamental
Verbo Auxiliar,foi,25,Xpp8lpUelq,Verbo,1-ensino-medio
Pronome,Você,0,wmU0sPYQlc,Preposição+Pronome,5-ensino-fundamental
Verbo,leu,3,mOUdTh7uxx,Artigo,5-ensino-fundamental
Conjunção Subordinativa,Se,7,ndA02F2Eft,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,de,25,5Gzej238PK,Verbo,5-ensino-fundamental
Verbo Auxiliar,foi,26,Xpp8lpUelq,Verbo Auxiliar,1-ensino-medio
Verbo,gosto,3,3iZO9CPeEv,Verbo,5-ensino-fundamental
Pronome,Você,1,wmU0sPYQlc,Pronome,5-ensino-fundamental
Verbo,leu,4,mOUdTh7uxx,Verbo,5-ensino-fundamental
Conjunção Subordinativa,Se,8,ndA02F2Eft,Advérbio,5-ensino-fundamental
Verbo,dito,27,Xpp8lpUelq,Pontuação,1-ensino-medio
Conjunção Subordinativa,de,26,5Gzej238PK,Verbo,5-ensino-fundamental
Advérbio,já,2,wmU0sPYQlc,Preposição+Pronome,5-ensino-fundamental
Conjunção Subordinativa,Se,9,ndA02F2Eft,Verbo,5-ensino-fundamental
Advérbio,já,3,wmU0sPYQlc,Pronome,5-ensino-fundamental
Artigo,um,5,mOUdTh7uxx,Artigo,5-ensino-fundamental
Conjunção Subordinativa,de,27,5Gzej238PK,Artigo,5-ensino-fundamental
Conjunção Subordinativa,Se,10,ndA02F2Eft,Conjunção Subordinativa,5-ensino-fundamental
Verbo,dito,28,Xpp8lpUelq,Substantivo,1-ensino-medio
Interjeição,Meu,0,XOkxTEPorL,Verbo,5-ensino-fundamental
Advérbio,já,4,wmU0sPYQlc,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,de,28,5Gzej238PK,Conjunção Coordenativa,5-ensino-fundamental
Substantivo,livro,6,mOUdTh7uxx,Substantivo,5-ensino-fundamental
Verbo,dito,29,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Advérbio,já,5,wmU0sPYQlc,Substantivo,5-ensino-fundamental
Pronome,ele,11,ndA02F2Eft,Verbo Auxiliar,5-ensino-fundamental
Pontuação,.,7,mOUdTh7uxx,Pontuação,5-ensino-fundamental
Interjeição,Deus,1,XOkxTEPorL,Verbo,5-ensino-fundamental
Verbo,dito,30,Xpp8lpUelq,Verbo,1-ensino-medio
Conjunção Subordinativa,de,29,5Gzej238PK,Pontuação,5-ensino-fundamental
Preposição,sem,33,_NeEIJO9i7,Adjetivo,5-ensino-fundamental
Advérbio,já,6,wmU0sPYQlc,Verbo Auxiliar,5-ensino-fundamental
Pronome,ele,12,ndA02F2Eft,Preposição,5-ensino-fundamental
Interjeição,Deus,2,XOkxTEPorL,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,de,30,5Gzej238PK,Conjunção Coordenativa,5-ensino-fundamental
Advérbio,já,7,wmU0sPYQlc,Verbo,5-ensino-fundamental
Pronome,ele,13,ndA02F2Eft,Advérbio,5-ensino-fundamental
Preposição,sem,34,_NeEIJO9i7,Preposição,5-ensino-fundamental
Conjunção Subordinativa,de,31,5Gzej238PK,Pontuação,5-ensino-fundamental
Interjeição,Deus,3,XOkxTEPorL,Pronome,5-ensino-fundamental
Preposição+Artigo,na,31,Xpp8lpUelq,Substantivo,1-ensino-medio
Pronome,ele,14,ndA02F2Eft,Pronome,5-ensino-fundamental
Advérbio,já,8,wmU0sPYQlc,Verbo,5-ensino-fundamental
Advérbio,muito,4,3iZO9CPeEv,Advérbio,5-ensino-fundamental
Adjetivo,maiores,35,_NeEIJO9i7,Artigo,5-ensino-fundamental
Conjunção Subordinativa,de,32,5Gzej238PK,Verbo,5-ensino-fundamental
Advérbio,já,9,wmU0sPYQlc,Preposição+Artigo,5-ensino-fundamental
Verbo,Será,0,h_nkJBHA8v,Verbo Auxiliar,5-ensino-fundamental
Pontuação,.,32,Xpp8lpUelq,Pontuação,1-ensino-medio
Verbo Auxiliar,tivesse,15,ndA02F2Eft,Pontuação,5-ensino-fundamental
Adjetivo,maiores,36,_NeEIJO9i7,Adjetivo,5-ensino-fundamental
Advérbio,já,10,wmU0sPYQlc,Advérbio,5-ensino-fundamental
Verbo Auxiliar,tivesse,16,ndA02F2Eft,Substantivo,5-ensino-fundamental
Verbo,pensou,11,wmU0sPYQlc,Preposição+Pronome,5-ensino-fundamental
Substantivo,assembleia,33,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Interjeição,Deus,4,XOkxTEPorL,Interjeição,5-ensino-fundamental
Verbo,Será,1,h_nkJBHA8v,Verbo,5-ensino-fundamental
Verbo Auxiliar,tivesse,17,ndA02F2Eft,Advérbio,5-ensino-fundamental
Verbo,adiada,37,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Verbo,pensou,12,wmU0sPYQlc,Pronome,5-ensino-fundamental
Substantivo,assembleia,34,Xpp8lpUelq,Substantivo,1-ensino-medio
Conjunção Subordinativa,de,33,5Gzej238PK,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,que,2,h_nkJBHA8v,Substantivo,5-ensino-fundamental
Verbo Auxiliar,tivesse,18,ndA02F2Eft,Verbo Auxiliar,5-ensino-fundamental
Verbo,pensou,13,wmU0sPYQlc,Pontuação,5-ensino-fundamental
Preposição,de,5,3iZO9CPeEv,Substantivo,5-ensino-fundamental
Preposição+Artigo,na,35,Xpp8lpUelq,Preposição+Artigo,1-ensino-medio
Verbo,pensou,14,wmU0sPYQlc,Substantivo,5-ensino-fundamental
Verbo Auxiliar,foi,38,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Conjunção Subordinativa,de,34,5Gzej238PK,Artigo,5-ensino-fundamental
Verbo,estudado,19,ndA02F2Eft,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,que,3,h_nkJBHA8v,Verbo Auxiliar,5-ensino-fundamental
Artigo,O,0,Jswx-T3seR,Artigo,5-ensino-fundamental
Verbo,pensou,15,wmU0sPYQlc,Verbo Auxiliar,5-ensino-fundamental
Preposição,de,6,3iZO9CPeEv,Preposição,5-ensino-fundamental
Verbo,estudado,20,ndA02F2Eft,Pontuação,5-ensino-fundamental
Artigo,A,39,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Verbo,pensou,16,wmU0sPYQlc,Verbo,5-ensino-fundamental
Verbo,estudado,21,ndA02F2Eft,Substantivo,5-ensino-fundamental
Artigo,A,40,_NeEIJO9i7,Verbo Auxiliar,5-ensino-fundamental
Preposição+Pronome,no,17,wmU0sPYQlc,Verbo,5-ensino-fundamental
Verbo,estudado,22,ndA02F2Eft,Advérbio,5-ensino-fundamental
Conjunção Subordinativa,de,35,5Gzej238PK,Verbo,5-ensino-fundamental
Artigo,A,41,_NeEIJO9i7,Verbo,5-ensino-fundamental
Substantivo,cachorro,1,Jswx-T3seR,Advérbio,5-ensino-fundamental
Preposição+Pronome,no,18,wmU0sPYQlc,Preposição+Pronome,5-ensino-fundamental
Verbo,estudado,23,ndA02F2Eft,Verbo,5-ensino-fundamental
Artigo,A,42,_NeEIJO9i7,Numeral,5-ensino-fundamental
Substantivo,cachorro,2,Jswx-T3seR,Artigo,5-ensino-fundamental
Substantivo,sorvete,7,3iZO9CPeEv,Substantivo,5-ensino-fundamental
Conjunção Subordinativa,de,36,5Gzej238PK,Artigo,5-ensino-fundamental
Pronome,que,19,wmU0sPYQlc,Pronome,5-ensino-fundamental
Artigo,A,43,_NeEIJO9i7,Verbo Auxiliar,5-ensino-fundamental
Substantivo,cachorro,3,Jswx-T3seR,Pontuação,5-ensino-fundamental
Advérbio,mais,24,ndA02F2Eft,Pontuação,5-ensino-fundamental
Verbo Auxiliar,vai,20,wmU0sPYQlc,Pontuação,5-ensino-fundamental
Artigo,A,44,_NeEIJO9i7,Artigo,5-ensino-fundamental
Advérbio,mais,25,ndA02F2Eft,Advérbio,5-ensino-fundamental
Pontuação,.,8,3iZO9CPeEv,Pontuação,5-ensino-fundamental
Pontuação,.,4,Jswx-T3seR,Pontuação,5-ensino-fundamental
Verbo Auxiliar,vai,21,wmU0sPYQlc,Substantivo,5-ensino-fundamental
Verbo,estudar,37,5Gzej238PK,Substantivo,5-ensino-fundamental
Verbo,fazer,22,wmU0sPYQlc,Verbo Auxiliar,5-ensino-fundamental
Pontuação,",",26,ndA02F2Eft,Verbo,5-ensino-fundamental
Verbo Auxiliar,foi,45,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Verbo,estudar,38,5Gzej238PK,Pontuação,5-ensino-fundamental
Advérbio,alto,5,Jswx-T3seR,Verbo,5-ensino-fundamental
Verbo Auxiliar,vai,23,wmU0sPYQlc,Verbo Auxiliar,5-ensino-fundamental
Pontuação,",",27,ndA02F2Eft,Verbo Auxiliar,5-ensino-fundamental
Verbo,adiada,46,_NeEIJO9i7,Pontuação,5-ensino-fundamental
Verbo,estudar,39,5Gzej238PK,Conjunção Subordinativa,5-ensino-fundamental
Advérbio,alto,6,Jswx-T3seR,Substantivo,5-ensino-fundamental
Pontuação,",",28,ndA02F2Eft,Preposição,5-ensino-fundamental
Verbo,fazer,24,wmU0sPYQlc,Pontuação,5-ensino-fundamental
Verbo,fazer,25,wmU0sPYQlc,Substantivo,5-ensino-fundamental
Verbo,estudar,40,5Gzej238PK,Verbo,5-ensino-fundamental
Pontuação,",",29,ndA02F2Eft,Preposição,5-ensino-fundamental
Verbo Auxiliar,foi,47,_NeEIJO9i7,Verbo Auxiliar,5-ensino-fundamental
Verbo,fazer,26,wmU0sPYQlc,Verbo,5-ensino-fundamental
Pontuação,.,0,iQ3xzkct9S,Preposição,5-ensino-fundamental
Pontuação,",",30,ndA02F2Eft,Advérbio,5-ensino-fundamental
Pontuação,",",41,5Gzej238PK,Verbo,5-ensino-fundamental
Pontuação,",",31,ndA02F2Eft,Pontuação,5-ensino-fundamental
Preposição+Artigo,nas,27,wmU0sPYQlc,Preposição+Artigo,5-ensino-fundamental
Pontuação,.,1,iQ3xzkct9S,Pontuação,5-ensino-fundamental
