correctTag,targetWord,eventType,orderingId,sessionId,draggedTag
Verbo,chover,interaction,18,qcylKSJa7Y,Pronome
Substantivo,festa,interaction,2,4DYY7dieCv,Substantivo
Advérbio,bastante,interaction,55,n-tZNuB_dF,Advérbio
Verbo,mudar,interaction,30,f8cprw1gzP,Verbo
Verbo,chover,interaction,19,qcylKSJa7Y,Conjunção Subordinativa
Verbo,choveu,interaction,56,n-tZNuB_dF,Substantivo
Substantivo,gentileza,interaction,17,lb1ecywWNL,Preposição
Verbo,chover,interaction,20,qcylKSJa7Y,Substantivo
Verbo Auxiliar,foram,interaction,5,ElwsVZF8Xv,Preposição+Artigo
Verbo,chover,interaction,21,qcylKSJa7Y,Verbo
Artigo,O,interaction,3,BbsaIonoTv,Adjetivo
Substantivo,gentileza,interaction,18,lb1ecywWNL,Preposição
Conjunção Subordinativa,que,interaction,31,f8cprw1gzP,Verbo
Substantivo,gentileza,interaction,19,lb1ecywWNL,Substantivo
Verbo,choveu,interaction,57,n-tZNuB_dF,Pontuação
Conjunção Subordinativa,se,interaction,22,qcylKSJa7Y,Verbo
Artigo,Os,interaction,4,BHjScgiNjI,Verbo
Conjunção Subordinativa,que,interaction,32,f8cprw1gzP,Conjunção Subordinativa
Preposição,por,interaction,20,lb1ecywWNL,Substantivo
Verbo,choveu,interaction,58,n-tZNuB_dF,Verbo
Preposição,por,interaction,21,lb1ecywWNL,Preposição
Artigo,Os,interaction,5,BHjScgiNjI,Substantivo
Conjunção Subordinativa,se,interaction,23,qcylKSJa7Y,Conjunção Subordinativa
Verbo,tente,interaction,33,f8cprw1gzP,Verbo
Verbo,traga,interaction,22,lb1ecywWNL,Artigo
Artigo,Os,interaction,6,BHjScgiNjI,Advérbio
Substantivo,sol,interaction,59,n-tZNuB_dF,Verbo
Verbo,diga,interaction,24,qcylKSJa7Y,Pronome
Substantivo,sol,interaction,60,n-tZNuB_dF,Pontuação
Artigo,Os,interaction,7,BHjScgiNjI,Artigo
Verbo,diga,interaction,25,qcylKSJa7Y,Preposição
Verbo Auxiliar,foram,interaction,6,ElwsVZF8Xv,Advérbio
Substantivo,sol,interaction,61,n-tZNuB_dF,Substantivo
Verbo,diga,interaction,26,qcylKSJa7Y,Substantivo
Verbo,traga,interaction,23,lb1ecywWNL,Preposição
Pronome,me,interaction,27,qcylKSJa7Y,Verbo
Artigo,minha,interaction,24,lb1ecywWNL,Verbo
Verbo,traga,interaction,25,lb1ecywWNL,Verbo
Substantivo,sala,interaction,26,lb1ecywWNL,Artigo
Pronome,me,interaction,28,qcylKSJa7Y,Verbo
Preposição+Artigo,à,interaction,3,4DYY7dieCv,Preposição+Artigo
Artigo,minha,interaction,27,lb1ecywWNL,Preposição
Substantivo,alunos,interaction,8,BHjScgiNjI,Verbo
Artigo,minha,interaction,28,lb1ecywWNL,Preposição
Pronome,me,interaction,29,qcylKSJa7Y,Pronome
Verbo Auxiliar,foram,interaction,7,ElwsVZF8Xv,Advérbio
Preposição,até,interaction,29,lb1ecywWNL,Preposição
Verbo,diga,interaction,30,qcylKSJa7Y,Verbo
Verbo,veio,interaction,4,4DYY7dieCv,Verbo
Substantivo,favor,interaction,31,qcylKSJa7Y,Preposição
Substantivo,sala,interaction,30,lb1ecywWNL,Artigo
Substantivo,alunos,interaction,9,BHjScgiNjI,Substantivo
Substantivo,favor,interaction,32,qcylKSJa7Y,Substantivo
Pontuação,.,interaction,0,VyPReS0nTM,Verbo
Preposição,Por,interaction,33,qcylKSJa7Y,Preposição
Advérbio,não,interaction,5,4DYY7dieCv,Pronome
Substantivo,sala,interaction,31,lb1ecywWNL,Substantivo
Substantivo,artigo,interaction,8,ElwsVZF8Xv,Preposição+Artigo
Artigo,minha,interaction,32,lb1ecywWNL,Artigo
Verbo,estudaram,interaction,10,BHjScgiNjI,Pontuação
Advérbio,não,interaction,6,4DYY7dieCv,Nome Próprio
Pontuação,.,interaction,0,nq6-RWo5Y2,Pontuação
Substantivo,ônibus,interaction,1,nq6-RWo5Y2,Artigo
Advérbio,não,interaction,7,4DYY7dieCv,Pontuação
Pronome,que,interaction,1,VyPReS0nTM,Verbo
Verbo Auxiliar,foram,interaction,9,ElwsVZF8Xv,Substantivo
Substantivo,ônibus,interaction,2,nq6-RWo5Y2,Verbo
Advérbio,não,interaction,8,4DYY7dieCv,Pronome
Pontuação,.,interaction,0,DOrGkGEI9c,Pontuação
Verbo,estudaram,interaction,11,BHjScgiNjI,Verbo
Pronome,Eles,interaction,3,nq6-RWo5Y2,Verbo
Artigo,A,interaction,1,DOrGkGEI9c,Artigo
Artigo,A,interaction,0,LIxIWNRwor,Substantivo
Pronome,Eles,interaction,4,nq6-RWo5Y2,Verbo
Verbo Auxiliar,foram,interaction,10,ElwsVZF8Xv,Verbo Auxiliar
Pronome,Eles,interaction,5,nq6-RWo5Y2,Substantivo
Pontuação,.,interaction,0,3JEnk1lXM7,Pontuação
Artigo,o,interaction,2,DOrGkGEI9c,Artigo
Pontuação,.,interaction,1,LIxIWNRwor,Pontuação
Pronome,Ela,interaction,2,VyPReS0nTM,Verbo
Advérbio,bastante,interaction,12,BHjScgiNjI,Adjetivo
Pronome,Eles,interaction,6,nq6-RWo5Y2,Pronome
Advérbio,não,interaction,9,4DYY7dieCv,Advérbio
Verbo,correram,interaction,7,nq6-RWo5Y2,Substantivo
Preposição,com,interaction,2,LIxIWNRwor,Substantivo
Substantivo,menina,interaction,3,DOrGkGEI9c,Substantivo
Verbo,correram,interaction,8,nq6-RWo5Y2,Verbo
Advérbio,bastante,interaction,13,BHjScgiNjI,Advérbio
Pronome,você,interaction,10,4DYY7dieCv,Nome Próprio
Artigo,Os,interaction,11,ElwsVZF8Xv,Verbo
Preposição,com,interaction,3,LIxIWNRwor,Preposição
Verbo,dançou,interaction,4,DOrGkGEI9c,Verbo
Artigo,o,interaction,4,LIxIWNRwor,Artigo
Adjetivo,azul,interaction,5,DOrGkGEI9c,Preposição
Artigo,Os,interaction,12,ElwsVZF8Xv,Artigo
Conjunção Subordinativa,para,interaction,9,nq6-RWo5Y2,Conjunção Subordinativa
Adjetivo,azul,interaction,6,DOrGkGEI9c,Adjetivo
Verbo,quebrou,interaction,5,LIxIWNRwor,Adjetivo
Verbo,pegar,interaction,10,nq6-RWo5Y2,Substantivo
Preposição,para,interaction,14,BHjScgiNjI,Preposição
Substantivo,vestido,interaction,7,DOrGkGEI9c,Preposição
Pronome,você,interaction,11,4DYY7dieCv,Preposição
Substantivo,vestido,interaction,8,DOrGkGEI9c,Substantivo
Verbo,pegar,interaction,11,nq6-RWo5Y2,Verbo
Substantivo,dados,interaction,13,ElwsVZF8Xv,Preposição+Artigo
Preposição,com,interaction,9,DOrGkGEI9c,Preposição
Artigo,a,interaction,15,BHjScgiNjI,Artigo
Preposição,de,interaction,3,VyPReS0nTM,Preposição+Artigo
Artigo,o,interaction,12,nq6-RWo5Y2,Substantivo
Pronome,você,interaction,12,4DYY7dieCv,Nome Próprio
Verbo,quebrou,interaction,6,LIxIWNRwor,Substantivo
Substantivo,dados,interaction,14,ElwsVZF8Xv,Preposição+Artigo
Artigo,o,interaction,13,nq6-RWo5Y2,Artigo
Pronome,você,interaction,13,4DYY7dieCv,Pronome
Adjetivo,final,interaction,16,BHjScgiNjI,Pontuação
Verbo,quebrou,interaction,7,LIxIWNRwor,Verbo
Pronome,eles,interaction,1,3JEnk1lXM7,Pronome
Substantivo,dados,interaction,15,ElwsVZF8Xv,Verbo
Substantivo,ônibus,interaction,14,nq6-RWo5Y2,Substantivo
Adjetivo,final,interaction,17,BHjScgiNjI,Adjetivo
Adjetivo,forte,interaction,8,LIxIWNRwor,Substantivo
Substantivo,dados,interaction,16,ElwsVZF8Xv,Substantivo
Pontuação,.,interaction,18,BHjScgiNjI,Pontuação
Substantivo,vento,interaction,9,LIxIWNRwor,Substantivo
Verbo,disse,interaction,4,VyPReS0nTM,Substantivo
Substantivo,objetivo,interaction,2,3JEnk1lXM7,Substantivo
Substantivo,janela,interaction,10,LIxIWNRwor,Artigo
Substantivo,janela,interaction,11,LIxIWNRwor,Adjetivo
Preposição+Artigo,pelos,interaction,17,ElwsVZF8Xv,Advérbio
Pronome,que,interaction,5,VyPReS0nTM,Substantivo
Artigo,A,interaction,12,LIxIWNRwor,Substantivo
Pronome,que,interaction,14,4DYY7dieCv,Preposição
Adjetivo,forte,interaction,13,LIxIWNRwor,Substantivo
Verbo Auxiliar,iria,interaction,6,VyPReS0nTM,Substantivo
Artigo,o,interaction,3,3JEnk1lXM7,Advérbio
Preposição+Artigo,pelos,interaction,18,ElwsVZF8Xv,Artigo
Adjetivo,forte,interaction,14,LIxIWNRwor,Artigo
Verbo,viajar,interaction,7,VyPReS0nTM,Substantivo
Pronome,que,interaction,15,4DYY7dieCv,Pontuação
Preposição+Artigo,pelos,interaction,19,ElwsVZF8Xv,Verbo
Adjetivo,forte,interaction,15,LIxIWNRwor,Adjetivo
Preposição+Artigo,no,interaction,8,VyPReS0nTM,Substantivo
Preposição+Artigo,pelos,interaction,20,ElwsVZF8Xv,Advérbio
Substantivo,janela,interaction,16,LIxIWNRwor,Artigo
Pronome,que,interaction,16,4DYY7dieCv,Pronome
Substantivo,fim,interaction,9,VyPReS0nTM,Substantivo
Preposição+Artigo,pelos,interaction,21,ElwsVZF8Xv,Preposição+Artigo
Artigo,A,interaction,17,LIxIWNRwor,Substantivo
Substantivo,janela,interaction,18,LIxIWNRwor,Artigo
Substantivo,janela,interaction,19,LIxIWNRwor,Substantivo
Verbo,analisados,interaction,22,ElwsVZF8Xv,Advérbio
Preposição,de,interaction,10,VyPReS0nTM,Substantivo
Artigo,A,interaction,20,LIxIWNRwor,Artigo
Verbo,analisados,interaction,23,ElwsVZF8Xv,Substantivo
Substantivo,semana,interaction,11,VyPReS0nTM,Substantivo
Verbo,analisados,interaction,24,ElwsVZF8Xv,Substantivo
Pontuação,.,interaction,12,VyPReS0nTM,Pronome
Pontuação,.,interaction,0,crKL-dlnr7,Pontuação
Verbo,analisados,interaction,25,ElwsVZF8Xv,Substantivo
Verbo,analisados,interaction,26,ElwsVZF8Xv,Advérbio
Verbo,analisados,interaction,27,ElwsVZF8Xv,Preposição+Artigo
Verbo,analisados,interaction,28,ElwsVZF8Xv,Preposição+Artigo
Verbo,viu,interaction,13,VyPReS0nTM,Pronome
Verbo,analisados,interaction,29,ElwsVZF8Xv,Verbo
Preposição,Por,interaction,17,4DYY7dieCv,Preposição
Nome Próprio,Marcos,interaction,1,crKL-dlnr7,Nome Próprio
Substantivo,praça,interaction,14,VyPReS0nTM,Pronome
Pontuação,?,interaction,18,4DYY7dieCv,Pontuação
Pontuação,.,interaction,15,VyPReS0nTM,Verbo
Advérbio,cuidadosamente,interaction,30,ElwsVZF8Xv,Advérbio
Verbo,levou,interaction,2,crKL-dlnr7,Verbo
Nome Próprio,Maria,interaction,19,4DYY7dieCv,Nome Próprio
Preposição,de,interaction,16,VyPReS0nTM,Preposição+Artigo
Substantivo,pesquisadores,interaction,31,ElwsVZF8Xv,Advérbio
Substantivo,flores,interaction,3,crKL-dlnr7,Substantivo
Substantivo,pesquisadores,interaction,32,ElwsVZF8Xv,Substantivo
Advérbio,antes,interaction,33,ElwsVZF8Xv,Preposição+Artigo
Preposição,para,interaction,4,crKL-dlnr7,Preposição
Advérbio,antes,interaction,34,ElwsVZF8Xv,Advérbio
Preposição+Artigo,da,interaction,35,ElwsVZF8Xv,Substantivo
Preposição+Artigo,da,interaction,36,ElwsVZF8Xv,Preposição+Artigo
Artigo,a,interaction,5,crKL-dlnr7,Artigo
Preposição,de,interaction,17,VyPReS0nTM,Substantivo
Substantivo,mãe,interaction,6,crKL-dlnr7,Substantivo
Substantivo,publicação,interaction,37,ElwsVZF8Xv,Substantivo
Preposição+Artigo,do,interaction,38,ElwsVZF8Xv,Preposição+Artigo
Substantivo,artigo,interaction,39,ElwsVZF8Xv,Substantivo
Adjetivo,cansado,interaction,7,crKL-dlnr7,Adjetivo
Substantivo,amigo,interaction,18,VyPReS0nTM,Verbo
Substantivo,amigo,interaction,19,VyPReS0nTM,Pronome
Pronome,Ela,interaction,20,VyPReS0nTM,Pronome
Verbo,disse,interaction,21,VyPReS0nTM,Verbo
Preposição+Artigo,ao,interaction,22,VyPReS0nTM,Preposição+Artigo
Substantivo,amigo,interaction,23,VyPReS0nTM,Substantivo
Pronome,que,interaction,24,VyPReS0nTM,Verbo Auxiliar
Pronome,que,interaction,25,VyPReS0nTM,Preposição+Artigo
Pontuação,.,interaction,0,Hqhl_UDH54,Pontuação
Pontuação,.,interaction,0,fH-sP4lqw2,Pontuação
Verbo,ir,interaction,1,fH-sP4lqw2,Verbo
Pronome,que,interaction,26,VyPReS0nTM,Pronome
Preposição+Artigo,ao,interaction,2,fH-sP4lqw2,Substantivo
Verbo,viu,interaction,27,VyPReS0nTM,Pronome
Preposição+Artigo,ao,interaction,3,fH-sP4lqw2,Conjunção Subordinativa
Verbo,viu,interaction,28,VyPReS0nTM,Preposição
Pontuação,",",interaction,1,Hqhl_UDH54,Pontuação
Substantivo,parque,interaction,4,fH-sP4lqw2,Pronome
Preposição+Artigo,na,interaction,29,VyPReS0nTM,Preposição
Substantivo,parque,interaction,5,fH-sP4lqw2,Preposição+Artigo
Substantivo,parque,interaction,6,fH-sP4lqw2,Verbo
Substantivo,praça,interaction,30,VyPReS0nTM,Pronome
Conjunção Subordinativa,se,interaction,7,fH-sP4lqw2,Verbo
Verbo,viu,interaction,31,VyPReS0nTM,Substantivo
Substantivo,domingo,interaction,8,fH-sP4lqw2,Pronome
Preposição+Artigo,na,interaction,32,VyPReS0nTM,Pronome
Verbo,perguntou,interaction,9,fH-sP4lqw2,Substantivo
Verbo,viu,interaction,33,VyPReS0nTM,Verbo Auxiliar
Pronome,Ela,interaction,10,fH-sP4lqw2,Verbo
Pronome,Ela,interaction,11,fH-sP4lqw2,Verbo
Pontuação,.,interaction,34,VyPReS0nTM,Verbo Auxiliar
Verbo,perguntou,interaction,12,fH-sP4lqw2,Substantivo
Pronome,Ela,interaction,13,fH-sP4lqw2,Substantivo
Pronome,Ela,interaction,14,fH-sP4lqw2,Substantivo
Pronome,Ela,interaction,15,fH-sP4lqw2,Preposição+Artigo
Preposição,Por,interaction,2,Hqhl_UDH54,Preposição
Pronome,Ela,interaction,16,fH-sP4lqw2,Pronome
Pronome,que,interaction,35,VyPReS0nTM,Preposição
Verbo,perguntou,interaction,17,fH-sP4lqw2,Substantivo
Verbo,perguntou,interaction,18,fH-sP4lqw2,Substantivo
Pronome,que,interaction,36,VyPReS0nTM,Verbo
Verbo,perguntou,interaction,19,fH-sP4lqw2,Preposição+Artigo
Verbo,perguntou,interaction,20,fH-sP4lqw2,Verbo
Pronome,que,interaction,37,VyPReS0nTM,Pontuação
Verbo,chover,interaction,3,Hqhl_UDH54,Verbo
Pronome,que,interaction,38,VyPReS0nTM,Substantivo
Conjunção Subordinativa,se,interaction,21,fH-sP4lqw2,Verbo
Pronome,que,interaction,39,VyPReS0nTM,Verbo Auxiliar
Conjunção Subordinativa,se,interaction,22,fH-sP4lqw2,Preposição+Artigo
Conjunção Subordinativa,se,interaction,23,fH-sP4lqw2,Substantivo
Conjunção Subordinativa,se,interaction,24,fH-sP4lqw2,Substantivo
Conjunção Subordinativa,se,interaction,25,fH-sP4lqw2,Preposição+Artigo
Conjunção Subordinativa,se,interaction,26,fH-sP4lqw2,Preposição+Artigo
Verbo,viajar,interaction,40,VyPReS0nTM,Pontuação
Conjunção Subordinativa,se,interaction,27,fH-sP4lqw2,Substantivo
Conjunção Subordinativa,se,interaction,28,fH-sP4lqw2,Substantivo
Verbo,viajar,interaction,41,VyPReS0nTM,Verbo
Preposição+Artigo,no,interaction,42,VyPReS0nTM,Verbo Auxiliar
Conjunção Subordinativa,se,interaction,29,fH-sP4lqw2,Preposição+Artigo
Preposição+Artigo,no,interaction,43,VyPReS0nTM,Preposição+Artigo
Preposição,de,interaction,44,VyPReS0nTM,Verbo Auxiliar
Preposição,de,interaction,45,VyPReS0nTM,Verbo
Conjunção Subordinativa,se,interaction,30,fH-sP4lqw2,Pronome
Preposição,de,interaction,46,VyPReS0nTM,Preposição
Conjunção Subordinativa,se,interaction,31,fH-sP4lqw2,Verbo
Conjunção Subordinativa,se,interaction,32,fH-sP4lqw2,Conjunção Subordinativa
Verbo Auxiliar,iria,interaction,47,VyPReS0nTM,Verbo Auxiliar
Pontuação,!,interaction,0,lEgpRXA3QF,Pontuação
Pronome,eu,interaction,33,fH-sP4lqw2,Verbo
Pronome,eu,interaction,34,fH-sP4lqw2,Substantivo
Pronome,que,interaction,48,VyPReS0nTM,Verbo
Substantivo,tempo,interaction,1,lEgpRXA3QF,Verbo
Pronome,que,interaction,49,VyPReS0nTM,Preposição+Artigo
Pronome,eu,interaction,35,fH-sP4lqw2,Preposição+Artigo
Advérbio,cedo,interaction,4,Hqhl_UDH54,Verbo
Pronome,que,interaction,50,VyPReS0nTM,Pontuação
Pronome,eu,interaction,36,fH-sP4lqw2,Preposição+Artigo
Pronome,eu,interaction,37,fH-sP4lqw2,Pronome
Pronome,que,interaction,51,VyPReS0nTM,Substantivo
Pronome,que,interaction,52,VyPReS0nTM,Pronome
Verbo,queria,interaction,38,fH-sP4lqw2,Preposição+Artigo
Verbo,viu,interaction,53,VyPReS0nTM,Verbo
Verbo,queria,interaction,39,fH-sP4lqw2,Substantivo
Preposição+Artigo,na,interaction,54,VyPReS0nTM,Preposição+Artigo
Verbo,queria,interaction,40,fH-sP4lqw2,Verbo
Substantivo,tempo,interaction,2,lEgpRXA3QF,Verbo de Ligação
Substantivo,tempo,interaction,3,lEgpRXA3QF,Substantivo
Preposição+Artigo,ao,interaction,41,fH-sP4lqw2,Substantivo
Preposição+Artigo,ao,interaction,42,fH-sP4lqw2,Substantivo
Substantivo,praça,interaction,55,VyPReS0nTM,Pontuação
Substantivo,praça,interaction,56,VyPReS0nTM,Substantivo
Preposição+Artigo,ao,interaction,43,fH-sP4lqw2,Preposição+Artigo
Verbo,chegar,interaction,4,lEgpRXA3QF,Verbo
Pontuação,.,interaction,57,VyPReS0nTM,Pontuação
Conjunção Subordinativa,se,interaction,5,Hqhl_UDH54,Verbo
Substantivo,parque,interaction,44,fH-sP4lqw2,Preposição+Artigo
Substantivo,parque,interaction,45,fH-sP4lqw2,Substantivo
Conjunção Subordinativa,se,interaction,6,Hqhl_UDH54,Advérbio
Substantivo,domingo,interaction,46,fH-sP4lqw2,Substantivo
Preposição+Artigo,no,interaction,47,fH-sP4lqw2,Preposição+Artigo
Advérbio,cedo,interaction,7,Hqhl_UDH54,Advérbio
Pontuação,.,interaction,0,EHg51fPi-3,Pontuação
Verbo+Pronome,encontrá-lo,interaction,1,EHg51fPi-3,Pronome
Verbo+Pronome,encontrá-lo,interaction,2,EHg51fPi-3,Artigo
Pronome,Você,interaction,3,EHg51fPi-3,Artigo
Nome Próprio,Ufa,interaction,5,lEgpRXA3QF,Nome Próprio
Pronome,Você,interaction,4,EHg51fPi-3,Pronome
Conjunção Subordinativa,se,interaction,8,Hqhl_UDH54,Verbo
Advérbio,Não,interaction,5,EHg51fPi-3,Verbo
Advérbio,Não,interaction,6,EHg51fPi-3,Pontuação
Pontuação,",",interaction,6,lEgpRXA3QF,Pontuação
Verbo,diga,interaction,9,Hqhl_UDH54,Verbo Auxiliar
Verbo+Pronome,encontrá-lo,interaction,7,EHg51fPi-3,Artigo
Pronome,onde,interaction,8,EHg51fPi-3,Advérbio
Preposição,a,interaction,7,lEgpRXA3QF,Preposição
Advérbio,amanhã,interaction,10,Hqhl_UDH54,Conjunção Subordinativa
Verbo+Pronome,encontrá-lo,interaction,9,EHg51fPi-3,Advérbio
Verbo+Pronome,encontrá-lo,interaction,10,EHg51fPi-3,Substantivo
Verbo,diga,interaction,11,Hqhl_UDH54,Verbo Auxiliar
Verbo+Pronome,encontrá-lo,interaction,11,EHg51fPi-3,Verbo
Verbo de Ligação,fosse,interaction,8,lEgpRXA3QF,Verbo de Ligação
Verbo+Pronome,encontrá-lo,interaction,12,EHg51fPi-3,Pontuação
Verbo,diga,interaction,12,Hqhl_UDH54,Pronome
Conjunção Subordinativa,que,interaction,9,lEgpRXA3QF,Conjunção Subordinativa
Verbo,diga,interaction,13,Hqhl_UDH54,Substantivo
Verbo,achei,interaction,10,lEgpRXA3QF,Verbo
Verbo+Pronome,encontrá-lo,interaction,13,EHg51fPi-3,Verbo+Pronome
Advérbio,não,interaction,11,lEgpRXA3QF,Advérbio
Advérbio,Não,interaction,14,EHg51fPi-3,Verbo
Advérbio,Não,interaction,15,EHg51fPi-3,Verbo
Artigo,A,interaction,0,eB70jKExcN,Substantivo
Verbo,viu,interaction,16,EHg51fPi-3,Pontuação
Conjunção Subordinativa,se,interaction,14,Hqhl_UDH54,Advérbio
Pontuação,?,interaction,17,EHg51fPi-3,Verbo
Pontuação,?,interaction,18,EHg51fPi-3,Verbo
Pontuação,?,interaction,19,EHg51fPi-3,Substantivo
Pontuação,?,interaction,20,EHg51fPi-3,Verbo
Pontuação,?,interaction,21,EHg51fPi-3,Pontuação
Verbo Auxiliar,vai,interaction,15,Hqhl_UDH54,Verbo
Verbo,deixei,interaction,22,EHg51fPi-3,Advérbio
Verbo,deixei,interaction,23,EHg51fPi-3,Artigo
Pronome,onde,interaction,24,EHg51fPi-3,Artigo
Pronome,onde,interaction,25,EHg51fPi-3,Advérbio
Pronome,onde,interaction,26,EHg51fPi-3,Substantivo
Pronome,onde,interaction,27,EHg51fPi-3,Verbo
Pronome,onde,interaction,28,EHg51fPi-3,Verbo
Advérbio,amanhã,interaction,16,Hqhl_UDH54,Substantivo
Verbo,deixei,interaction,29,EHg51fPi-3,Pronome
Substantivo,favor,interaction,17,Hqhl_UDH54,Pronome
Verbo,viu,interaction,30,EHg51fPi-3,Artigo
Substantivo,mãe,interaction,1,eB70jKExcN,Substantivo
Verbo,viu,interaction,31,EHg51fPi-3,Advérbio
Substantivo,favor,interaction,18,Hqhl_UDH54,Conjunção Subordinativa
Verbo,viu,interaction,32,EHg51fPi-3,Substantivo
Artigo,A,interaction,2,eB70jKExcN,Pontuação
Artigo,A,interaction,3,eB70jKExcN,Substantivo
Verbo,viu,interaction,33,EHg51fPi-3,Substantivo
Artigo,A,interaction,4,eB70jKExcN,Preposição
Verbo,viu,interaction,34,EHg51fPi-3,Verbo
Artigo,A,interaction,5,eB70jKExcN,Verbo
Artigo,A,interaction,6,eB70jKExcN,Artigo
Verbo,viu,interaction,7,eB70jKExcN,Artigo
Verbo,viu,interaction,8,eB70jKExcN,Verbo
Advérbio,Não,interaction,35,EHg51fPi-3,Substantivo
Artigo,o,interaction,9,eB70jKExcN,Artigo
Pontuação,.,interaction,10,eB70jKExcN,Pontuação
Substantivo,celular,interaction,36,EHg51fPi-3,Verbo
Preposição,com,interaction,11,eB70jKExcN,Substantivo
Preposição,com,interaction,12,eB70jKExcN,Substantivo
Preposição,com,interaction,13,eB70jKExcN,Preposição
Pontuação,.,interaction,0,cbbuG6IIgA,Pontuação
Artigo,o,interaction,14,eB70jKExcN,Artigo
Verbo,consigo,interaction,37,EHg51fPi-3,Artigo
Substantivo,binóculo,interaction,15,eB70jKExcN,Substantivo
Conjunção Subordinativa,se,interaction,19,Hqhl_UDH54,Verbo Auxiliar
Substantivo,filho,interaction,16,eB70jKExcN,Substantivo
Conjunção Subordinativa,Enquanto,interaction,0,uwK1FGYmZh,Verbo
Verbo,consigo,interaction,38,EHg51fPi-3,Advérbio
Conjunção Subordinativa,Enquanto,interaction,1,uwK1FGYmZh,Pontuação
Conjunção Subordinativa,Enquanto,interaction,2,uwK1FGYmZh,Artigo
Verbo,consigo,interaction,39,EHg51fPi-3,Substantivo
Verbo Auxiliar,vai,interaction,20,Hqhl_UDH54,Verbo
Conjunção Subordinativa,Enquanto,interaction,3,uwK1FGYmZh,Verbo
Verbo,consigo,interaction,40,EHg51fPi-3,Verbo
Conjunção Subordinativa,Enquanto,interaction,4,uwK1FGYmZh,Pronome
Conjunção Subordinativa,Enquanto,interaction,5,uwK1FGYmZh,Conjunção Subordinativa
Pronome,onde,interaction,41,EHg51fPi-3,Substantivo
Verbo Auxiliar,vai,interaction,21,Hqhl_UDH54,Advérbio
Pronome,ele,interaction,6,uwK1FGYmZh,Substantivo
Pronome,onde,interaction,42,EHg51fPi-3,Advérbio
Pronome,ele,interaction,7,uwK1FGYmZh,Verbo
Pronome,ele,interaction,8,uwK1FGYmZh,Pontuação
Pronome,onde,interaction,43,EHg51fPi-3,Substantivo
Pronome,ele,interaction,9,uwK1FGYmZh,Artigo
Pronome,onde,interaction,44,EHg51fPi-3,Verbo
Verbo,falava,interaction,10,uwK1FGYmZh,Verbo
Verbo Auxiliar,vai,interaction,22,Hqhl_UDH54,Substantivo
Pronome,onde,interaction,45,EHg51fPi-3,Pronome
Pronome,ele,interaction,11,uwK1FGYmZh,Pronome
Verbo,deixei,interaction,46,EHg51fPi-3,Artigo
Pontuação,",",interaction,12,uwK1FGYmZh,Pontuação
Pronome,todos,interaction,13,uwK1FGYmZh,Pronome
Verbo,deixei,interaction,47,EHg51fPi-3,Advérbio
Verbo,prestavam,interaction,14,uwK1FGYmZh,Substantivo
Verbo,prestavam,interaction,15,uwK1FGYmZh,Artigo
Conjunção Subordinativa,se,interaction,23,Hqhl_UDH54,Substantivo
Verbo,deixei,interaction,48,EHg51fPi-3,Substantivo
Verbo,prestavam,interaction,16,uwK1FGYmZh,Pontuação
Advérbio,cuidadosamente,interaction,1,cbbuG6IIgA,Preposição+Artigo
Verbo,prestavam,interaction,17,uwK1FGYmZh,Verbo
Verbo,deixei,interaction,49,EHg51fPi-3,Verbo
Artigo,muita,interaction,18,uwK1FGYmZh,Artigo
Pontuação,.,interaction,19,uwK1FGYmZh,Substantivo
Advérbio,cuidadosamente,interaction,2,cbbuG6IIgA,Preposição+Artigo
Pontuação,.,interaction,20,uwK1FGYmZh,Pontuação
Substantivo,atenção,interaction,21,uwK1FGYmZh,Substantivo
Artigo,meu,interaction,50,EHg51fPi-3,Substantivo
Preposição+Artigo,da,interaction,3,cbbuG6IIgA,Substantivo
Artigo,meu,interaction,51,EHg51fPi-3,Advérbio
Conjunção Subordinativa,se,interaction,24,Hqhl_UDH54,Conjunção Subordinativa
Artigo,meu,interaction,52,EHg51fPi-3,Artigo
Pontuação,?,interaction,0,VGxqgeuXnJ,Preposição
Pontuação,.,interaction,0,sQ9F8nkNQv,Pontuação
Substantivo,celular,interaction,53,EHg51fPi-3,Advérbio
Substantivo,celular,interaction,54,EHg51fPi-3,Substantivo
Advérbio,Não,interaction,55,EHg51fPi-3,Advérbio
Preposição+Artigo,do,interaction,4,cbbuG6IIgA,Substantivo
Pontuação,?,interaction,1,VGxqgeuXnJ,Preposição
Pronome,Nós,interaction,0,y6giaw7JW9,Pronome
Verbo,vimos,interaction,1,y6giaw7JW9,Substantivo
Pronome,me,interaction,25,Hqhl_UDH54,Advérbio
Pontuação,.,interaction,0,hFOnXuAsLZ,Pontuação
Verbo,vimos,interaction,2,y6giaw7JW9,Pontuação
Pronome,me,interaction,26,Hqhl_UDH54,Substantivo
Pronome,me,interaction,27,Hqhl_UDH54,Pronome
Verbo,vimos,interaction,3,y6giaw7JW9,Preposição+Artigo
Verbo,vimos,interaction,4,y6giaw7JW9,Verbo
Substantivo,pesquisadores,interaction,5,cbbuG6IIgA,Preposição+Artigo
Verbo,diga,interaction,28,Hqhl_UDH54,Verbo Auxiliar
Substantivo,pesquisadores,interaction,6,cbbuG6IIgA,Advérbio
Verbo,diga,interaction,29,Hqhl_UDH54,Verbo
Artigo,o,interaction,5,y6giaw7JW9,Substantivo
